"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All",FALSE,"0.142","0.092","0.205","  4,000","  2,000","  6,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Manawatū-Wanganui Region","All","All","All","All","All","All","All","All",FALSE,"0.128","0.088","0.178","  5,000","  3,000","  8,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Marlborough Region","All","All","All","All","All","All","All","All",FALSE,"0.102","0.017","0.294","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Nelson Region","All","All","All","All","All","All","All","All",FALSE,"0.167","0.066","0.323","  2,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Northland Region","All","All","All","All","All","All","All","All",FALSE,"0.127","0.088","0.175","  4,000","  2,000","  7,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Otago Region","All","All","All","All","All","All","All","All",FALSE,"0.187","0.107","0.293","  6,000","  2,000"," 10,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Southland Region","All","All","All","All","All","All","All","All",FALSE,"0.092","0.039","0.179","  3,000","      0","  5,000",NA,NA,NA,"Low Quality Flag"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Taranaki Region","All","All","All","All","All","All","All","All",FALSE,"0.136","0.069","0.232","  3,000","  1,000","  6,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Tasman Region","All","All","All","All","All","All","All","All",FALSE,"0.068","0.009","0.217","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Waikato Region","All","All","All","All","All","All","All","All",FALSE,"0.135","0.097","0.181"," 11,000","  7,000"," 15,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Wellington Region","All","All","All","All","All","All","All","All",FALSE,"0.143","0.109","0.183"," 14,000","  9,000"," 18,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","West Coast Region","All","All","All","All","All","All","All","All",FALSE,"0.131","0.051","0.261","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","All","Auckland Region","All","All","All","All","All","All","All","All",FALSE,"0.107","0.085","0.133"," 27,000"," 20,000"," 33,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All",FALSE,"0.146","0.113","0.185"," 10,000","  6,000"," 14,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All",FALSE,"0.152","0.106","0.207"," 17,000"," 11,000"," 23,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All",FALSE,"0.135","0.067","0.233","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All",FALSE,"0.133","0.064","0.233","  4,000","  1,000","  8,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","All","Manawatū-Wanganui Region","All","All","All","All","All","All","All","All",FALSE,"0.125","0.084","0.176","  6,000","  3,000","  8,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","All","Marlborough Region","All","All","All","All","All","All","All","All",FALSE,"0.142","0.033","0.349","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
