"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",FALSE,"0.037","0.020","0.060","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.026","0.012","0.050","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.012","0.001","0.051","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.034","0.018","0.057","  3,000","  1,000","  4,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",FALSE,".S",".S",".S",".S",".S",".S",NA,NA,NA,"Suppress"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",FALSE,"0.007","0.003","0.014","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.024","0.008","0.053","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.015","0.005","0.032","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.035","0.013","0.074","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",FALSE,"0.025","0.010","0.052","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",FALSE,"0.069","0.038","0.112","  1,000","      0","  1,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",FALSE,"0.054","0.028","0.091","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.041","0.022","0.069","  1,000","      0","  1,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",FALSE,"0.014","0.009","0.021","  3,000","  1,000","  4,000",NA,NA,NA,"None"
